ZERO	feature\browser\src\main\java\top\wkbin\taixu\ui\browser\BrowserActionCard.kt	25	public	fun	BrowserActionCard	@Composable
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt	454	private	val	creationDraftSaver		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|168
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt	468	private	val	importDraftSaver		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|326
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt	482	private	fun	queryDisplayName		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|317,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|326,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|331
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceBuildTaskCoordinator.kt	23	public	class	WorkspaceBuildTaskState		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceBuildTaskCoordinator.kt|37,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceBuildTaskCoordinator.kt|38,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceBuildTaskCoordinator.kt|49,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceBuildTaskCoordinator.kt|61,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceBuildTaskCoordinator.kt|81
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt	442	private	fun	BreadcrumbBar	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|208
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt	490	private	fun	BreadcrumbChip	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|461,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|478
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt	524	private	fun	SharedStoragePermissionBanner	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|218
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt	569	private	fun	ParentDirectoryRow	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|260
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt	592	private	fun	FileItemRow	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|266
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt	744	private	fun	fileExtensionColor		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|600
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt	758	private	fun	isCodeExtension		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|637
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt	763	private	fun	formatTime		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceExplorerScreen.kt|687
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	119	private	class	ProjectImportMode		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|294,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1617,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1632,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1701,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1702,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1708,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1709,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1716,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1888,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1906,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1907
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	120	private	class	CreateProjectStep		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|272,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1057,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1071,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1086,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1100,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1162,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1182,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1261,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1526,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1526,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1527,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1534,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1534,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1535,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1551,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1552,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1553,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1554,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1578,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1578,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1592,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1601,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1601,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1602,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1602,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1603,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1603,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1608
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	123	private	fun	TemplatePreviewImage	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1227,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|2015
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	147	private	fun	shimmerBrush	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|171,feature\chat\src\main\java\top\wkbin\taixu\ui\chat\ChatMessageList.kt|515
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	170	private	fun	ProjectCardSkeleton	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|567
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	1972	private	fun	TemplateManagerDialog	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|991
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	2053	private	fun	ProjectTemplateSpecDialog	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1012
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	2087	private	fun	BuildTypePickerDialog	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1955
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	2151	private	fun	BuildTypeOption	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|2104,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|2110,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|2127
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	2179	private	fun	ProjectCard	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|583
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	2383	private	fun	queryDisplayName		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|317,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|326,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|331
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt	2390	private	fun	AppPickerDialog	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceScreen.kt|1918
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceViewModel.kt	680	private	val	GIT_PERCENT_REGEX		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkspaceViewModel.kt|415
ZERO	app\src\main\java\top\wkbin\taixu\di\AppModule.kt	73	public	object	AppModule	@InstallIn(SingletonComponent::class) | @Module
ZERO	app\src\main\java\top\wkbin\taixu\di\ToolAdapterModule.kt	16	public	class	ToolAdapterModule	@InstallIn(SingletonComponent::class) | @Module
ZERO	app\src\main\java\top\wkbin\taixu\di\WebChatModule.kt	12	public	class	WebChatModule	@InstallIn(SingletonComponent::class) | @Module
